,target,text,text_fr
160,spam,You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,Vous êtes un gagnant U ont été spécialement sélectionnés 2 recevoir £1000 cash ou un 4* vacances (vols inc) parler à un opérateur en direct 2 réclamation 0871277810810
161,ham,Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life,Garde-toi en sécurité pour moi parce que j'ai besoin de toi et que tu me manques déjà et j'envie tous ceux qui voient est toi dans la vraie vie
162,ham,New car and house for my parents.:)i have only new job in hand:),Nouvelle voiture et maison pour mes parents.:)J'ai seulement un nouveau travail en main:)
163,ham,I'm so in love with you. I'm excited each day i spend with you. You make me so happy.,"Je suis tellement amoureux de toi, je suis excitée chaque jour que je passe avec toi, tu me rends si heureuse."
164,spam,-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468,-PLS STOP bootydelious (32/F) vous invite à être son ami. Réponse OUI-434 ou NO-434 Voir elle: www.SMS.ac/u/bootydelious STOP? Envoyer STOP FRND à 62468
165,spam,"BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu","BangBabes Ur commande est en route. U DOIT recevoir un Service Msg 2 télécharger le contenu UR. Si U ne pas, GoTo wap. bangb. tv sur le menu UR mobile internet/service"
166,ham,I place all ur points on e cultures module already.,Je place déjà tous les points ur sur le module e cultures.
167,spam,URGENT! We are trying to contact you. Last weekends draw shows that you have won a £900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only,URGENT! Nous essayons de vous contacter. Le tirage du week-end dernier montre que vous avez gagné un prix de £900 GUARANTIE. Appelez 09061701939.
168,ham,"Hi frnd, which is best way to avoid missunderstding wit our beloved one's?","Salut frnd, qui est le meilleur moyen d'éviter de manquer d'esprit à notre bien-aimé?"
169,ham,Great escape. I fancy the bridge but needs her lager. See you tomo,"J'aime bien le pont, mais j'ai besoin d'elle."
170,ham,Yes :)it completely in out of form:)clark also utter waste.,Oui :)c'est complètement hors de la forme :)clark aussi le gaspillage total.
171,ham,"Sir, I need AXIS BANK account no and bank address.","Monsieur, j'ai besoin du numéro de compte AXIS BANK et de l'adresse bancaire."
172,ham,"Hmmm.. Thk sure got time to hop ard... Ya, can go 4 free abt... Muz call u to discuss liao...","Ouais, peut aller 4 abt gratuit... Muz appeler u pour discuter de liao..."
173,ham,What time you coming down later?,A quelle heure tu descends plus tard?
174,ham,"Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m...","Bon sang, je ne peux pas croire que vous avez oublié mon nom de famille Mr. Il va vous donner un indice, son espagnol et commence par m..."
175,ham,"Well, i'm gonna finish my bath now. Have a good...fine night.","Je vais finir mon bain, bonne nuit."
176,ham,Let me know when you've got the money so carlos can make the call,Dites-moi quand vous aurez l'argent pour que Carlos puisse passer l'appel.
177,ham,U still going to the mall?,Tu vas toujours au centre commercial?
178,ham,"Turns out my friends are staying for the whole show and won't be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt;  worth","Il s'avère que mes amis restent pour tout le spectacle et ne seront pas de retour jusqu'à ~ &lt;#&gt;, alors n'hésitez pas à aller de l'avant et fumer que $ &lt;#&gt; vaut"
179,ham,Text her. If she doesnt reply let me know so i can have her log in,"Si elle ne répond pas, faites-le-moi savoir."
180,ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,Bonjour! Vous venez de parler à MANEESHA V. Nous aimerions savoir si vous étiez satisfait de l'expérience. Répondre Toll Free avec Oui ou Non.
181,ham,You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend,Vous avez levé mes espoirs avec l'offre d'argent. Je suis dans le besoin. Surtout quand la fin du mois approche et ça me fait mal d'étudier.
182,ham,Lol no. U can trust me.,Lol non. U peut me faire confiance.
183,ham,ok. I am a gentleman and will treat you with dignity and respect.,Je suis un gentleman et je vous traiterai avec dignité et respect.
184,ham,"He will, you guys close?","Il le fera, vous êtes proches?"
185,ham,Going on nothing great.bye,Je ne vais rien faire de bien. Au revoir.
186,ham,Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?,Bonjour beautiful! Vous trouvez ce travail? Ne pas être paresseux? Travailler pour récupérer ce filet pour maman? Où est mon petit jouet maintenant? Je lui manque?
187,ham,"Haha awesome, be there in a minute","Haha génial, soyez là dans une minute"
188,spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!,S'il vous plaît appeler notre représentant du service à la clientèle sur FREEPHONE 0808 145 4742 entre 9h-11h puisque vous avez WON une garantie £1000 cash ou £5000 prix!
189,ham,Have you got Xmas radio times. If not i will get it now,"Tu as des radios de Noël, sinon je l'aurai maintenant."
190,ham,I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...,"Je vais me baigner d'abord, mais ma soeur utilise le filet pour dire quand elle finit..."
191,spam,Are you unique enough? Find out from 30th August. www.areyouunique.co.uk,Êtes-vous assez unique? Découvrez à partir du 30 août. www.areyouunique.co.uk
192,ham,I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|,"Je suis désolé, j'ai rejoint la ligue des gens qui ne restent pas en contact. Vous voulez dire beaucoup pour moi. Vous avez été un ami en tout temps même à un grand coût personnel."
193,ham,Hi :)finally i completed the course:),Bonjour :) enfin j'ai complété le cours :)
194,ham,It will stop on itself. I however suggest she stays with someone that will be able to give ors for every stool.,Je suggère cependant qu'elle reste avec quelqu'un qui pourra donner ou pour chaque tabouret.
195,ham,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day,J'espère que vous vous êtes installé pour la nouvelle année scolaire.
196,ham,Gud mrng dear hav a nice day,Gud mrng cher hav une belle journée
197,ham,Did u got that persons story,Est-ce que tu as eu cette histoire de personnes
198,ham,is your hamster dead? Hey so tmr i meet you at 1pm orchard mrt?,Votre hamster est mort?
199,ham,Hi its Kate how is your evening? I hope i can see you tomorrow for a bit but i have to bloody babyjontet! Txt back if u can. :) xxx,Salut sa Kate comment va votre soirée? J'espère que je peux vous voir demain un peu mais je dois ensanglanter babyjontet! Txt de retour si vous pouvez. :) xxx
200,ham,"Found it, ENC  &lt;#&gt; , where you at?","Je l'ai trouvé, ENC &lt;#&gt;, où êtes-vous?"
201,ham,I sent you  &lt;#&gt;  bucks,Je t'ai envoyé des billets de &lt;#&gt;
202,ham,Hello darlin ive finished college now so txt me when u finish if u can love Kate xxx,Bonjour darlin ive a fini l'université maintenant donc txt moi quand u fini si u peut aimer Kate xxx
203,ham,Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .,Votre compte a été rempli avec succès par INR &lt;DECIMAL&gt;. Votre solde de compte prépayé KeralaCircle est Rs &lt;DECIMAL&gt;. Votre identifiant de transaction est KR &lt;#&gt;.
204,ham,Goodmorning sleeping ga.,"Bon matin, dormant ga."
205,ham,U call me alter at 11 ok.,Tu m'appelles alter à 11 h.
206,ham,Ü say until like dat i dun buy ericsson oso cannot oredi lar...,Ü dire jusqu'à ce que comme dat i dun acheter ericsson oso ne peut pas oredi...
207,ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.","Comme je suis entré dans ma cabine, mon PA a dit, '' Happy B'day Boss!!''. Je me sentais spécial. Elle m'a demandé 4 déjeuner. Après le déjeuner, elle m'a invité à son appartement. Nous y sommes allés."
208,ham,"Aight yo, dats straight dogg","Hé, les dats, c'est du dogg."
209,ham,You please give us connection today itself before  &lt;DECIMAL&gt;  or refund the bill,Vous nous donnez la connexion aujourd'hui elle-même avant &lt;DECIMAL&gt; ou le remboursement de la facture
210,ham,Both :) i shoot big loads so get ready!,Les deux :) Je tire de grosses charges alors préparez-vous!
211,ham,"What's up bruv, hope you had a great break. Do have a rewarding semester.",J'espère que tu as eu une bonne pause.
212,ham,Home so we can always chat,Chez nous pour qu'on puisse toujours discuter
213,ham,K:)k:)good:)study well.,K:)k:)bon:) bien étudier.
214,ham,Yup... How ü noe leh...,Oui... comment ü noe leh...
215,ham,Sounds great! Are you home now?,Vous êtes là maintenant?
216,ham,Finally the match heading towards draw as your prediction.,Enfin le match se dirige vers le dessin comme votre prédiction.
217,ham,Tired. I haven't slept well the past few nights.,Je n'ai pas bien dormi ces dernières nuits.
218,ham,Easy ah?sen got selected means its good..,Facile ah?sen a été sélectionné signifie son bon..
219,ham,I have to take exam with march 3,Je dois passer l'examen avec le 3 mars.
220,ham,Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.,"Je pense que vous pouvez utiliser votre ATM pour vous inscrire, mais si je peux vous aider à me le dire, mais quand vous êtes sûr que vous êtes prêt."
221,ham,Ok no prob. Take ur time.,Prenez votre temps.
222,ham,There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..,Il y a os appelé ubandu qui fonctionnera sans installer dans le disque dur... vous pouvez utiliser ce os pour copier les fichiers importants dans le système et le donner à l'atelier de réparation.
223,ham,"Sorry, I'll call later","Désolé, je t'appelle plus tard."
224,ham,U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.,"Bien sûr, il n'y a rien d'autre que du jus romantique un peu seulement du lor."
225,spam,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18","500 nouveaux Mobiles de 2004, DOIVENT GO! Txt: NOKIA to No: 89545 & collectionnez le vôtre dès aujourd'hui!À partir de UNIQUEMENT £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18"
226,ham,Would really appreciate if you call me. Just need someone to talk to.,"J'apprécierais que tu m'appelles, j'ai besoin de quelqu'un à qui parler."
227,spam,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES","Est-ce que la carrière de votre partenaire de rêve sera bientôt terminée? 2 découvriront gratuitement, txt HORO suivi d'un signe de l'étoile, par exemple HORO ARIES"
228,ham,Hey company elama po mudyadhu.,Hé compagnie Elama po boudyadhu.
229,ham,"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . .","La vie est plus stricte que l'enseignant... Bcoz Enseignant enseigne la leçon &amp; puis conduit l'examen, Mais la vie conduit d'abord l'examen &amp; puis enseigne les leçons."
230,ham,Dear good morning now only i am up,"Bonjour, je suis debout."
231,ham,Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.,Descendez dans Gandhipuram et marchez pour traverser la route coupée. Côté droit &lt;#&gt; rue et tournez à droite.
232,ham,Dear we are going to our rubber place,"Chère, nous allons chez nous."
233,ham,"Sorry battery died, yeah I'm here","Désolé la batterie est morte, ouais je suis là"
234,ham,Yes:)here tv is always available in work place..,Oui:)ici la télévision est toujours disponible sur le lieu de travail..
235,spam,Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence,Texte et rencontrez quelqu'un de sexy aujourd'hui. U peut trouver une date ou même flirter son jusqu'à U. Joindre 4 juste 10p. RÉPONSER avec NAME & AGE par exemple Sam 25. 18 -msg recd@thirtyheight pence
236,ham,I have printed it oh. So  &lt;#&gt;  come upstairs,Je l'ai imprimé oh. So &lt;#&gt; à l'étage
237,ham,Or ill be a little closer like at the bus stop on the same street,Ou être malade un peu plus près comme à l'arrêt de bus dans la même rue
